xmin,ymin,xmax,ymax,image,labels
125,37,153,65,maksssksksss61.png,1
228,48,244,67,maksssksksss61.png,2
209,61,233,84,maksssksksss61.png,2
264,27,287,53,maksssksksss61.png,1
322,43,340,65,maksssksksss61.png,1
295,117,328,146,maksssksksss61.png,1
361,86,386,109,maksssksksss61.png,1
185,99,213,130,maksssksksss61.png,1
117,66,141,93,maksssksksss610.png,1
122,124,137,139,maksssksksss610.png,1
192,22,227,63,maksssksksss610.png,1
33,36,52,63,maksssksksss611.png,1
96,63,114,83,maksssksksss611.png,1
156,85,166,104,maksssksksss611.png,1
243,68,258,87,maksssksksss611.png,1
292,76,305,94,maksssksksss611.png,0
173,88,296,231,maksssksksss612.png,1
36,104,49,127,maksssksksss613.png,1
77,114,84,125,maksssksksss613.png,1
108,117,118,132,maksssksksss613.png,1
194,102,206,117,maksssksksss613.png,2
176,141,197,166,maksssksksss613.png,1
250,95,259,108,maksssksksss613.png,1
238,131,260,152,maksssksksss613.png,1
305,120,319,132,maksssksksss613.png,1
341,111,354,120,maksssksksss613.png,1
322,144,341,167,maksssksksss613.png,0
103,197,207,332,maksssksksss614.png,1
85,270,154,373,maksssksksss615.png,2
1,121,18,142,maksssksksss616.png,1
27,112,45,131,maksssksksss616.png,1
68,112,87,131,maksssksksss616.png,1
107,106,124,123,maksssksksss616.png,1
131,109,149,131,maksssksksss616.png,1
185,115,203,135,maksssksksss616.png,1
197,103,208,126,maksssksksss616.png,1
241,111,251,124,maksssksksss616.png,1
267,76,288,101,maksssksksss616.png,1
337,83,361,107,maksssksksss616.png,1
394,92,401,111,maksssksksss616.png,1
362,90,381,111,maksssksksss616.png,1
249,110,263,129,maksssksksss616.png,2
154,122,171,142,maksssksksss616.png,2
95,115,114,137,maksssksksss616.png,2
157,108,244,208,maksssksksss617.png,1
118,171,212,297,maksssksksss618.png,2
151,115,172,135,maksssksksss619.png,1
241,126,262,146,maksssksksss619.png,1
305,125,317,139,maksssksksss619.png,2
80,180,212,356,maksssksksss62.png,1
72,76,102,105,maksssksksss620.png,1
140,68,167,95,maksssksksss620.png,1
215,69,238,94,maksssksksss620.png,1
304,144,315,156,maksssksksss620.png,1
320,125,334,140,maksssksksss620.png,2
363,126,385,147,maksssksksss620.png,2
14,52,68,137,maksssksksss621.png,2
191,35,208,54,maksssksksss621.png,1
162,111,192,137,maksssksksss621.png,1
299,46,386,141,maksssksksss621.png,1
218,29,235,48,maksssksksss621.png,1
138,66,171,99,maksssksksss622.png,1
267,59,299,86,maksssksksss622.png,1
322,76,342,100,maksssksksss622.png,1
352,62,380,94,maksssksksss622.png,1
377,83,394,102,maksssksksss622.png,1
4,202,30,230,maksssksksss623.png,1
38,179,64,206,maksssksksss623.png,1
57,164,78,187,maksssksksss623.png,0
30,109,47,126,maksssksksss623.png,2
26,76,42,98,maksssksksss623.png,1
4,70,18,88,maksssksksss623.png,1
23,2,43,22,maksssksksss623.png,2
109,9,130,29,maksssksksss623.png,1
93,58,115,75,maksssksksss623.png,1
97,111,115,133,maksssksksss623.png,1
136,214,164,240,maksssksksss623.png,1
195,173,220,193,maksssksksss623.png,1
212,190,241,215,maksssksksss623.png,1
188,94,211,117,maksssksksss623.png,1
181,58,206,79,maksssksksss623.png,1
185,28,208,46,maksssksksss623.png,1
247,111,266,131,maksssksksss623.png,1
254,56,275,78,maksssksksss623.png,1
287,55,310,78,maksssksksss623.png,1
359,149,387,167,maksssksksss623.png,1
345,75,369,95,maksssksksss623.png,1
320,41,338,59,maksssksksss623.png,1
319,15,337,30,maksssksksss623.png,1
95,195,193,338,maksssksksss624.png,2
191,96,244,148,maksssksksss625.png,1
69,100,214,267,maksssksksss626.png,1
42,27,69,52,maksssksksss627.png,2
132,5,144,20,maksssksksss627.png,2
191,9,205,25,maksssksksss627.png,2
204,14,225,39,maksssksksss627.png,1
142,34,166,55,maksssksksss627.png,2
130,63,161,96,maksssksksss627.png,1
68,75,93,91,maksssksksss627.png,2
36,167,63,194,maksssksksss627.png,0
109,91,139,125,maksssksksss627.png,0
169,77,213,121,maksssksksss627.png,0
243,41,260,59,maksssksksss627.png,2
256,44,282,72,maksssksksss627.png,1
327,41,365,80,maksssksksss627.png,1
263,132,310,182,maksssksksss627.png,1
175,89,196,120,maksssksksss628.png,1
70,93,81,104,maksssksksss628.png,1
130,235,234,380,maksssksksss629.png,1
131,86,259,216,maksssksksss63.png,1
92,233,151,338,maksssksksss630.png,1
4,50,20,66,maksssksksss631.png,1
49,53,63,68,maksssksksss631.png,1
85,55,100,70,maksssksksss631.png,1
105,35,118,51,maksssksksss631.png,1
127,43,141,60,maksssksksss631.png,1
169,49,184,66,maksssksksss631.png,1
220,47,234,63,maksssksksss631.png,1
255,58,268,72,maksssksksss631.png,1
291,56,305,71,maksssksksss631.png,1
327,67,344,81,maksssksksss631.png,1
373,58,391,75,maksssksksss631.png,1
94,57,167,131,maksssksksss632.png,1
269,138,324,190,maksssksksss633.png,1
126,62,147,91,maksssksksss634.png,0
184,91,201,115,maksssksksss634.png,1
307,86,323,105,maksssksksss634.png,1
370,95,381,108,maksssksksss634.png,2
79,112,232,318,maksssksksss635.png,1
76,94,99,121,maksssksksss636.png,1
163,113,187,133,maksssksksss636.png,1
229,93,243,108,maksssksksss636.png,2
271,103,285,121,maksssksksss636.png,2
37,100,46,112,maksssksksss636.png,1
37,36,55,54,maksssksksss637.png,1
162,24,192,54,maksssksksss637.png,1
176,109,202,127,maksssksksss637.png,1
261,36,287,63,maksssksksss637.png,1
312,33,329,45,maksssksksss637.png,1
357,27,371,42,maksssksksss637.png,1
53,100,108,158,maksssksksss638.png,1
279,95,360,181,maksssksksss638.png,1
32,35,89,96,maksssksksss639.png,1
241,56,261,77,maksssksksss639.png,1
336,47,367,80,maksssksksss639.png,1
186,62,200,93,maksssksksss639.png,1
99,44,116,64,maksssksksss64.png,1
151,41,171,61,maksssksksss64.png,1
306,21,326,42,maksssksksss64.png,1
354,32,357,38,maksssksksss64.png,1
275,32,277,35,maksssksksss64.png,2
243,34,246,37,maksssksksss64.png,1
207,38,208,40,maksssksksss64.png,1
216,37,218,39,maksssksksss64.png,1
217,36,219,39,maksssksksss64.png,1
226,35,227,37,maksssksksss64.png,1
230,36,231,38,maksssksksss64.png,1
21,48,77,104,maksssksksss640.png,1
118,84,163,131,maksssksksss640.png,1
157,113,189,146,maksssksksss640.png,1
172,65,202,95,maksssksksss640.png,1
195,103,240,150,maksssksksss640.png,1
260,129,302,173,maksssksksss640.png,1
283,42,314,71,maksssksksss640.png,1
364,84,399,121,maksssksksss640.png,0
1,248,15,273,maksssksksss641.png,2
12,240,36,269,maksssksksss641.png,2
66,200,108,248,maksssksksss641.png,2
216,272,257,318,maksssksksss641.png,2
72,9,117,75,maksssksksss642.png,1
138,100,182,158,maksssksksss642.png,1
131,126,277,284,maksssksksss643.png,1
52,198,172,337,maksssksksss644.png,1
53,184,173,323,maksssksksss645.png,1
91,188,201,334,maksssksksss646.png,1
21,40,66,87,maksssksksss647.png,0
82,21,108,43,maksssksksss647.png,2
134,44,152,67,maksssksksss647.png,1
150,75,182,109,maksssksksss647.png,1
62,159,145,240,maksssksksss647.png,1
186,142,264,223,maksssksksss647.png,1
229,85,268,128,maksssksksss647.png,1
186,52,214,82,maksssksksss647.png,1
317,47,350,81,maksssksksss647.png,2
361,23,397,53,maksssksksss647.png,1
368,58,400,96,maksssksksss647.png,1
294,123,339,172,maksssksksss647.png,1
117,73,136,99,maksssksksss648.png,1
194,24,225,62,maksssksksss648.png,1
251,75,268,94,maksssksksss648.png,1
144,252,233,383,maksssksksss649.png,1
179,74,218,117,maksssksksss65.png,1
264,96,294,141,maksssksksss65.png,1
341,77,362,103,maksssksksss65.png,2
108,73,155,134,maksssksksss650.png,1
186,41,217,77,maksssksksss651.png,1
30,184,142,327,maksssksksss652.png,1
77,69,130,112,maksssksksss653.png,1
280,54,329,99,maksssksksss653.png,1
88,70,206,195,maksssksksss654.png,1
107,175,209,292,maksssksksss655.png,2
26,56,43,77,maksssksksss656.png,1
57,69,77,87,maksssksksss656.png,1
115,51,126,65,maksssksksss656.png,1
133,61,152,85,maksssksksss656.png,1
143,51,155,66,maksssksksss656.png,1
155,59,171,78,maksssksksss656.png,1
172,107,192,127,maksssksksss656.png,1
171,56,177,70,maksssksksss656.png,1
186,60,197,75,maksssksksss656.png,1
205,58,217,75,maksssksksss656.png,1
216,58,233,78,maksssksksss656.png,1
238,67,253,83,maksssksksss656.png,1
253,72,268,91,maksssksksss656.png,1
275,77,296,97,maksssksksss656.png,1
284,47,293,60,maksssksksss656.png,1
301,55,315,72,maksssksksss656.png,1
316,56,330,71,maksssksksss656.png,2
332,56,340,67,maksssksksss656.png,1
345,51,361,67,maksssksksss656.png,1
366,54,385,73,maksssksksss656.png,1
26,58,40,74,maksssksksss657.png,1
61,58,77,77,maksssksksss657.png,1
84,48,95,59,maksssksksss657.png,2
94,35,110,50,maksssksksss657.png,2
133,44,151,61,maksssksksss657.png,2
191,51,212,76,maksssksksss657.png,1
210,41,219,56,maksssksksss657.png,0
231,39,248,57,maksssksksss657.png,2
255,36,273,54,maksssksksss657.png,0
318,26,341,53,maksssksksss657.png,1
295,28,306,40,maksssksksss657.png,1
283,47,293,58,maksssksksss657.png,1
18,38,30,52,maksssksksss657.png,2
121,47,158,80,maksssksksss658.png,0
113,97,252,251,maksssksksss659.png,0
179,81,267,173,maksssksksss66.png,1
132,141,232,264,maksssksksss660.png,2
11,63,30,81,maksssksksss661.png,1
67,58,83,74,maksssksksss661.png,1
100,59,114,76,maksssksksss661.png,1
156,55,172,72,maksssksksss661.png,1
176,54,188,68,maksssksksss661.png,1
190,52,202,68,maksssksksss661.png,1
203,40,216,50,maksssksksss661.png,1
198,66,213,82,maksssksksss661.png,1
220,81,243,104,maksssksksss661.png,1
261,46,279,65,maksssksksss661.png,2
266,84,290,112,maksssksksss661.png,1
317,41,332,57,maksssksksss661.png,1
311,82,332,100,maksssksksss661.png,1
352,101,384,137,maksssksksss661.png,1
340,101,354,121,maksssksksss661.png,2
49,80,67,97,maksssksksss662.png,1
96,47,110,62,maksssksksss662.png,1
213,57,230,77,maksssksksss662.png,1
350,43,372,67,maksssksksss662.png,1
69,194,152,302,maksssksksss663.png,1
110,70,176,140,maksssksksss664.png,1
1,162,76,251,maksssksksss665.png,1
49,88,86,140,maksssksksss665.png,1
63,47,107,101,maksssksksss665.png,1
118,94,172,156,maksssksksss665.png,1
187,121,267,201,maksssksksss665.png,1
252,21,293,69,maksssksksss665.png,1
339,16,369,74,maksssksksss665.png,1
325,138,389,201,maksssksksss665.png,1
21,12,103,114,maksssksksss666.png,1
188,100,283,204,maksssksksss666.png,1
298,2,398,91,maksssksksss666.png,0
6,56,70,127,maksssksksss667.png,1
286,68,348,139,maksssksksss667.png,1
344,79,400,137,maksssksksss667.png,1
38,248,111,354,maksssksksss668.png,1
60,121,219,301,maksssksksss669.png,1
78,58,92,75,maksssksksss67.png,1
153,48,167,65,maksssksksss67.png,1
234,68,247,86,maksssksksss67.png,1
292,64,305,86,maksssksksss67.png,1
159,55,194,94,maksssksksss670.png,1
219,89,245,120,maksssksksss670.png,1
137,114,172,142,maksssksksss670.png,1
311,86,327,105,maksssksksss670.png,1
54,180,164,327,maksssksksss671.png,1
159,110,193,148,maksssksksss672.png,1
214,168,246,205,maksssksksss672.png,1
29,150,55,183,maksssksksss672.png,1
341,118,376,156,maksssksksss672.png,1
240,143,277,186,maksssksksss672.png,0
51,221,96,263,maksssksksss672.png,2
1,50,27,78,maksssksksss672.png,2
133,47,159,76,maksssksksss672.png,2
354,266,397,300,maksssksksss672.png,2
32,165,67,202,maksssksksss673.png,1
171,193,204,229,maksssksksss673.png,1
279,172,313,213,maksssksksss673.png,0
102,199,118,220,maksssksksss673.png,2
240,189,258,210,maksssksksss673.png,2
24,60,44,83,maksssksksss674.png,1
58,75,76,95,maksssksksss674.png,1
130,67,152,92,maksssksksss674.png,1
154,65,171,83,maksssksksss674.png,1
171,116,192,138,maksssksksss674.png,1
205,62,217,80,maksssksksss674.png,1
216,63,234,84,maksssksksss674.png,1
237,72,254,90,maksssksksss674.png,1
252,79,269,99,maksssksksss674.png,1
274,82,297,106,maksssksksss674.png,1
300,60,314,77,maksssksksss674.png,1
316,61,331,76,maksssksksss674.png,2
345,54,362,74,maksssksksss674.png,1
366,58,386,80,maksssksksss674.png,1
113,55,127,72,maksssksksss674.png,1
184,66,198,81,maksssksksss674.png,1
140,56,155,71,maksssksksss674.png,1
331,62,341,74,maksssksksss674.png,1
104,138,218,276,maksssksksss675.png,1
20,124,49,158,maksssksksss676.png,1
34,219,73,267,maksssksksss676.png,1
88,154,114,187,maksssksksss676.png,1
107,99,124,119,maksssksksss676.png,1
133,84,148,105,maksssksksss676.png,1
192,112,210,135,maksssksksss676.png,1
215,82,231,103,maksssksksss676.png,1
264,108,279,125,maksssksksss676.png,1
302,120,316,141,maksssksksss676.png,1
340,142,356,172,maksssksksss676.png,1
232,72,249,94,maksssksksss676.png,1
237,28,271,64,maksssksksss677.png,1
188,50,227,89,maksssksksss678.png,1
363,104,389,139,maksssksksss678.png,1
125,66,200,148,maksssksksss679.png,1
141,187,237,307,maksssksksss68.png,2
28,76,44,101,maksssksksss680.png,1
159,66,176,86,maksssksksss680.png,1
174,34,186,53,maksssksksss680.png,1
202,39,218,61,maksssksksss680.png,1
235,41,249,57,maksssksksss680.png,2
249,43,266,65,maksssksksss680.png,0
296,39,312,56,maksssksksss680.png,1
332,51,346,69,maksssksksss680.png,1
375,48,388,63,maksssksksss680.png,1
387,46,400,65,maksssksksss680.png,0
81,174,222,331,maksssksksss681.png,1
69,80,107,114,maksssksksss682.png,1
191,73,221,106,maksssksksss682.png,1
311,80,346,110,maksssksksss682.png,1
3,53,23,77,maksssksksss682.png,2
108,49,134,67,maksssksksss682.png,1
96,87,216,214,maksssksksss683.png,1
80,55,102,80,maksssksksss684.png,1
174,71,192,90,maksssksksss684.png,1
228,79,243,98,maksssksksss684.png,1
282,75,296,90,maksssksksss684.png,2
365,61,374,70,maksssksksss684.png,2
12,37,54,79,maksssksksss685.png,1
147,47,197,103,maksssksksss685.png,1
292,55,315,80,maksssksksss685.png,1
381,56,400,77,maksssksksss685.png,1
54,173,158,299,maksssksksss686.png,1
57,211,168,353,maksssksksss687.png,1
166,67,260,160,maksssksksss688.png,1
293,153,361,212,maksssksksss689.png,1
145,93,280,241,maksssksksss69.png,1
25,54,43,76,maksssksksss690.png,1
58,67,76,88,maksssksksss690.png,1
132,62,152,85,maksssksksss690.png,1
115,51,127,65,maksssksksss690.png,1
143,52,154,63,maksssksksss690.png,1
154,61,172,77,maksssksksss690.png,1
170,55,177,69,maksssksksss690.png,1
173,106,192,127,maksssksksss690.png,1
186,60,198,74,maksssksksss690.png,1
205,58,217,74,maksssksksss690.png,1
216,59,233,78,maksssksksss690.png,1
238,66,254,84,maksssksksss690.png,1
252,71,271,93,maksssksksss690.png,1
275,75,297,99,maksssksksss690.png,1
282,44,294,61,maksssksksss690.png,1
299,55,316,73,maksssksksss690.png,1
316,57,332,71,maksssksksss690.png,2
345,50,362,67,maksssksksss690.png,1
366,53,385,73,maksssksksss690.png,1
332,57,341,68,maksssksksss690.png,1
316,105,360,134,maksssksksss691.png,1
258,75,287,110,maksssksksss691.png,1
232,74,261,105,maksssksksss691.png,1
204,64,232,93,maksssksksss691.png,1
163,66,188,94,maksssksksss691.png,1
152,62,166,89,maksssksksss691.png,1
138,67,152,90,maksssksksss691.png,1
112,43,134,67,maksssksksss691.png,1
94,56,116,78,maksssksksss691.png,1
42,64,55,79,maksssksksss691.png,1
3,54,18,72,maksssksksss691.png,1
73,227,161,335,maksssksksss692.png,1
156,47,183,80,maksssksksss693.png,0
90,39,123,72,maksssksksss693.png,1
101,81,117,97,maksssksksss694.png,1
155,101,169,116,maksssksksss694.png,1
231,95,239,111,maksssksksss694.png,1
274,121,287,131,maksssksksss694.png,1
294,104,307,120,maksssksksss694.png,1
367,126,377,139,maksssksksss694.png,1
297,174,337,215,maksssksksss695.png,1
319,125,350,156,maksssksksss695.png,2
164,134,195,165,maksssksksss695.png,2
189,167,230,206,maksssksksss695.png,1
372,135,396,158,maksssksksss695.png,1
59,148,92,189,maksssksksss695.png,1
20,124,42,148,maksssksksss695.png,1
98,143,116,170,maksssksksss695.png,1
131,132,152,153,maksssksksss695.png,1
146,117,169,146,maksssksksss695.png,1
196,118,220,143,maksssksksss695.png,1
220,121,236,140,maksssksksss695.png,1
240,98,252,113,maksssksksss695.png,1
283,89,300,103,maksssksksss695.png,1
112,122,128,142,maksssksksss695.png,2
42,103,56,118,maksssksksss695.png,1
141,95,159,113,maksssksksss695.png,1
183,84,196,98,maksssksksss695.png,2
204,80,210,90,maksssksksss695.png,1
254,79,261,88,maksssksksss695.png,1
166,85,175,95,maksssksksss695.png,1
98,76,106,84,maksssksksss695.png,1
268,93,282,106,maksssksksss695.png,1
226,107,238,122,maksssksksss695.png,1
362,79,371,90,maksssksksss695.png,1
380,76,389,88,maksssksksss695.png,1
310,89,317,98,maksssksksss695.png,1
372,76,380,86,maksssksksss695.png,1
41,104,58,120,maksssksksss696.png,1
109,44,131,69,maksssksksss696.png,1
149,67,166,86,maksssksksss696.png,1
167,83,181,102,maksssksksss696.png,1
206,77,224,97,maksssksksss696.png,1
291,20,300,39,maksssksksss696.png,2
340,77,355,95,maksssksksss696.png,2
1,89,8,109,maksssksksss696.png,2
39,83,149,216,maksssksksss697.png,1
239,95,368,235,maksssksksss697.png,1
169,168,234,243,maksssksksss698.png,1
352,66,400,131,maksssksksss698.png,1
1,136,37,182,maksssksksss698.png,0
317,214,353,248,maksssksksss698.png,0
275,61,318,107,maksssksksss698.png,0
28,109,55,147,maksssksksss698.png,2
328,87,356,135,maksssksksss698.png,2
18,82,64,131,maksssksksss699.png,2
18,198,66,245,maksssksksss699.png,2
237,136,288,186,maksssksksss699.png,1
113,47,148,73,maksssksksss699.png,2
278,17,320,68,maksssksksss699.png,2
340,98,383,139,maksssksksss699.png,2
342,217,396,256,maksssksksss699.png,2
253,116,342,210,maksssksksss7.png,1
152,96,222,174,maksssksksss7.png,1
120,134,173,194,maksssksksss7.png,1
118,66,135,90,maksssksksss7.png,2
18,117,45,145,maksssksksss70.png,2
62,120,85,143,maksssksksss70.png,2
96,128,120,157,maksssksksss70.png,2
152,71,203,126,maksssksksss70.png,1
326,117,353,144,maksssksksss70.png,1
63,124,96,160,maksssksksss700.png,1
